Brand;Model;Variant;Price;FuelType;BodyType;Doors;Seats;Transmission
Tata;Nano Genx;Xt;Rs. 2,92,667;Petrol;Hatchback;5;4;Manual
Tata;Nano Genx;Xe;Rs. 2,36,447;Petrol;Hatchback;5;4;Manual
Tata;Nano Genx;Emax Xm;Rs. 2,96,661;CNG;Hatchback;4;4;Manual
Tata;Nano Genx;Xta;Rs. 3,34,768;Petrol;Hatchback;5;4;Automatic
Tata;Nano Genx;Xm;Rs. 2,72,223;Petrol;Hatchback;5;4;Manual
Tata;Nano Genx;Xma;Rs. 3,14,815;Petrol;Hatchback;5;4;Automatic
Datsun;Redi-Go;D;Rs. 2,79,650;Petrol;Hatchback;5;5;Manual
Datsun;Redi-Go;T;Rs. 3,51,832;Petrol;Hatchback;5;5;Manual
Datsun;Redi-Go;A;Rs. 3,33,419;Petrol;Hatchback;5;5;Manual
Datsun;Redi-Go;S;Rs. 3,62,000;Petrol;Hatchback;5;5;Manual
Datsun;Redi-Go;1.0 S;Rs. 3,90,000;Petrol;Hatchback;5;5;Manual
Datsun;Redi-Go;1.0 S Amt;Rs. 4,37,065;Petrol;Hatchback;5;5;Automatic
Renault;Kwid;Rxe 0.8;Rs. 3,53,290;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Std 0.8;Rs. 2,83,290;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Rxl 0.8;Rs. 3,83,290;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Rxt 0.8;Rs. 4,13,290;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Rxt 1.0;Rs. 4,33,290;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Climber 1.0 Mt;Rs. 4,54,490;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Rxt Amt 1.0;Rs. 4,63,290;Petrol;Hatchback;5;5;Automatic
Renault;Kwid;Climber Amt 1.0;Rs. 4,84,490;Petrol;Hatchback;5;5;Automatic
Renault;Kwid;Rxt (O) 1.0;Rs. 4,40,990;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Rxt (O) Amt 1.0;Rs. 4,70,990;Petrol;Hatchback;5;5;Automatic
Renault;Kwid;Climber (O) Mt 1.0;Rs. 4,62,190;Petrol;Hatchback;5;5;Manual
Renault;Kwid;Climber (O) Amt 1.0;Rs. 4,92,190;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Eeco;5 Str;Rs. 3,52,136;Petrol;MPV;5;5;Manual
Maruti Suzuki;Eeco;7 Str;Rs. 3,80,573;Petrol;MPV;5;7;Manual
Maruti Suzuki;Eeco;5 Str With Ac+Htr;Rs. 3,92,967;Petrol;MPV;5;5;Manual
Maruti Suzuki;Eeco;5 Str With Ac+Htr Cng;Rs. 4,66,057;CNG;MPV;5;5;Manual
Maruti Suzuki;Eeco;5 Str With Htr Cng;Rs. 4,25,255;CNG;MPV;5;5;Manual
Maruti Suzuki;Alto K10;Lxi;Rs. 3,77,588;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto K10;Vxi;Rs. 3,94,036;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto K10;Lx;Rs. 3,60,843;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto K10;Vxi (O);Rs. 4,07,238;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto K10;Lxi Cng (O);Rs. 4,39,777;CNG;Hatchback;5;5;Manual
Maruti Suzuki;Alto K10;Vxi Amt (O);Rs. 4,38,559;Petrol;Hatchback;5;5;Automatic
Datsun;Go;D;Rs. 3,74,990;Petrol;Hatchback;5;5;Manual
Datsun;Go;T;Rs. 4,68,229;Petrol;Hatchback;5;5;Manual
Datsun;Go;T (O);Rs. 5,02,492;Petrol;Hatchback;5;5;Manual
Datsun;Go;A (O);Rs. 4,99,990;Petrol;Hatchback;5;5;Manual
Datsun;Go;A;Rs. 4,69,990;Petrol;Hatchback;5;5;Manual
Datsun;Go;T Vdc;Rs. 5,28,464;Petrol;Hatchback;5;5;Manual
Datsun;Go;T (O) Vdc;Rs. 5,53,015;Petrol;Hatchback;5;5;Manual
Datsun;Go;T Cvt;Rs. 5,94,464;Petrol;Hatchback;5;5;Manual
Datsun;Go;T (O) Cvt;Rs. 6,18,015;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio Tour;H2;Rs. 4,22,444;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio Tour;H2 Cng;Rs. 4,80,670;CNG;Hatchback;5;5;Manual
Hyundai;Santro;Era Mt;Rs. 4,29,990;Petrol;Hatchback;4;5;Manual
Hyundai;Santro;Magna Mt;Rs. 5,03,990;Petrol;Hatchback;4;5;Manual
Hyundai;Santro;Magna Mt Cng;Rs. 5,47,990;CNG;Hatchback;4;5;Manual
Hyundai;Santro;Magna Amt;Rs. 5,30,990;Petrol;Hatchback;4;5;AMT
Hyundai;Santro;Sportz Mt;Rs. 5,12,990;Petrol;Hatchback;4;5;Manual
Hyundai;Santro;Sportz Mt Cng;Rs. 5,78,990;CNG;Hatchback;4;5;Manual
Hyundai;Santro;Sportz Amt;Rs. 5,70,990;Petrol;Hatchback;4;5;AMT
Hyundai;Santro;Asta Mt;Rs. 5,56,490;Petrol;Hatchback;4;5;Manual
Tata;Tiago;Revotron Xe;Rs. 4,60,000;Petrol;Hatchback;5;5;Manual
Tata;Tiago;Revotron Xt;Rs. 5,20,000;Petrol;Hatchback;5;5;Manual
Tata;Tiago;Revotron Xz;Rs. 5,70,000;Petrol;Hatchback;5;5;Manual
Tata;Tiago;Revotron Xz Plus;Rs. 5,99,000;Petrol;Hatchback;5;5;Manual
Tata;Tiago;Revotron Xz Plus Dual Tone;Rs. 6,10,000;Petrol;Hatchback;5;5;Manual
Tata;Tiago;Revotron Xza;Rs. 6,20,000;Petrol;Hatchback;5;5;AMT
Tata;Tiago;Revotron Xza Plus;Rs. 6,49,000;Petrol;Hatchback;5;5;AMT
Tata;Tiago;Revotron Xza Plus Dual Tone;Rs. 6,60,000;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;Celerio X;Vxi (O);Rs. 4,81,074;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio X;Vxi;Rs. 4,75,198;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio X;Vxi Amt;Rs. 5,18,198;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio X;Vxi Amt (O);Rs. 5,24,074;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio X;Zxi;Rs. 4,99,734;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio X;Zxi (O);Rs. 5,40,350;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio X;Zxi Amt;Rs. 5,42,735;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio X;Zxi Amt (O);Rs. 5,52,350;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Ignis;Alpha 1.2 Amt;Rs. 7,13,898;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;Ignis;Alpha 1.2 Mt;Rs. 6,66,898;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Ignis;Delta 1.2 Amt;Rs. 6,07,841;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;Ignis;Delta 1.2 Mt;Rs. 5,60,841;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Ignis;Sigma 1.2 Mt;Rs. 4,83,320;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Ignis;Zeta 1.2 Amt;Rs. 6,30,320;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;Ignis;Zeta 1.2 Mt;Rs. 5,83,320;Petrol;Hatchback;5;5;Manual
Renault;Triber;Rxe;Rs. 4,95,000;Petrol;MUV;5;7;Manual
Renault;Triber;Rxl;Rs. 5,59,000;Petrol;MUV;5;7;Manual
Renault;Triber;Rxt;Rs. 6,09,000;Petrol;MUV;5;7;Manual
Renault;Triber;Rxz;Rs. 6,63,000;Petrol;MUV;5;7;Manual
Premier;Rio;Gx;Rs. 5,06,000;Petrol;SUV;5;5;Manual
Premier;Rio;Ex;Rs. 5,68,623;Diesel;SUV;5;5;Manual
Premier;Rio;Glx;Rs. 6,70,000;Petrol;SUV;5;5;Manual
Premier;Rio;Dx;Rs. 6,03,000;Diesel;SUV;5;5;Manual
Premier;Rio;Lx;Rs. 7,39,000;Diesel;SUV;5;5;Manual
Premier;Rio;Crdi4;Rs. 7,39,000;Diesel;SUV;5;5;Manual
Toyota;Etios Liva;G;Rs. 5,20,300;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;V;Rs. 5,81,000;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Gd;Rs. 6,47,800;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Vx;Rs. 6,30,000;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Vxd;Rs. 7,45,000;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Vd;Rs. 7,04,000;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Dual Tone V;Rs. 5,97,700;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Dual Tone Vd;Rs. 7,20,700;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Dual Tone Vx;Rs. 6,41,700;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Dual Tone Vxd;Rs. 7,56,700;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Gx;Rs. 5,58,400;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Gxd;Rs. 6,86,000;Diesel;Hatchback;5;5;Manual
Toyota;Etios Liva;Vx Dual Tone Limited Edition;Rs. 6,62,700;Petrol;Hatchback;5;5;Manual
Toyota;Etios Liva;Vxd Dual Tone Limited Edition;Rs. 7,77,700;Diesel;Hatchback;5;5;Manual
Nissan;Micra Active;Xl;Rs. 5,25,021;Petrol;Hatchback;5;5;Manual
Nissan;Micra Active;Xv;Rs. 5,99,950;Petrol;Hatchback;5;5;Manual
Nissan;Micra Active;Xl (O);Rs. 5,63,133;Petrol;Hatchback;5;5;Manual
Tata;Bolt;Xt Diesel;Rs. 7,87,980;Diesel;Hatchback;5;5;Manual
Tata;Bolt;Xe Diesel;Rs. 6,61,111;Diesel;Hatchback;5;5;Manual
Tata;Bolt;Xm Diesel;Rs. 6,93,798;Diesel;Hatchback;5;5;Manual
Tata;Bolt;Xms Diesel;Rs. 7,19,661;Diesel;Hatchback;5;5;Manual
Tata;Bolt;Xt Petrol;Rs. 6,74,960;Petrol;Hatchback;5;5;Manual
Tata;Bolt;Xe Petrol;Rs. 5,29,035;Petrol;Hatchback;5;5;Manual
Tata;Bolt;Xm Petrol;Rs. 5,90,268;Petrol;Hatchback;5;5;Manual
Tata;Bolt;Xms Petrol;Rs. 6,14,515;Petrol;Hatchback;5;5;Manual
Hyundai;Xcent Prime;Cng T + (Cng +;Rs. 5,56,130;CNG + Petrol;Sedan;4;5;Manual
Hyundai;Xcent Prime;T;Rs. 5,36,859;Petrol;Sedan;4;5;Manual
Hyundai;Xcent Prime;T+;Rs. 5,56,130;Petrol;Sedan;4;5;Manual
Hyundai;Xcent Prime;Cng T (Cng +;Rs. 5,36,859;CNG + Petrol;Sedan;4;5;Manual
Hyundai;Xcent Prime;T+ Crdi;Rs. 6,39,616;Diesel;Sedan;4;5;Manual
Hyundai;Xcent Prime;T Crdi;Rs. 6,20,297;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire Tour;Ldi;Rs. 6,53,523;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire Tour;Lxi;Rs. 5,53,423;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Dzire Tour;Lxi Cng;Rs. 5,98,940;CNG;Sedan;4;5;Manual
Hyundai;Elite I20;Era 1.2;Rs. 5,59,693;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Era 1.4 Crdi;Rs. 6,97,803;Diesel;Hatchback;5;5;Manual
Hyundai;Elite I20;Magna Plus;Rs. 6,34,950;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Magna Plus Crdi;Rs. 7,70,803;Diesel;Hatchback;5;5;Manual
Hyundai;Elite I20;Sportz Plus;Rs. 7,21,693;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Sportz Plus Crdi Dual Tone;Rs. 8,76,103;Diesel;Hatchback;5;5;Manual
Hyundai;Elite I20;Asta (O) 1.2;Rs. 8,08,993;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Asta (O) Crdi;Rs. 9,34,003;Diesel;Hatchback;5;5;Manual
Hyundai;Elite I20;Asta (O) Cvt;Rs. 9,20,993;Petrol;Hatchback;5;5;Automatic
Hyundai;Elite I20;Sportz Plus Dual Tone;Rs. 7,51,693;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Sportz Plus Cvt;Rs. 8,31,693;Petrol;Hatchback;5;5;Manual
Hyundai;Elite I20;Sportz Plus Crdi;Rs. 8,46,103;Diesel;Hatchback;5;5;Manual
Hyundai;Aura;E 1.2 Petrol;Rs. 5,79,900;Petrol;Sedan;5;5;Manual
Hyundai;Aura;S 1.2 Petrol;Rs. 6,55,900;Petrol;Sedan;5;5;Manual
Hyundai;Aura;S 1.2 Amt Petrol;Rs. 7,05,800;Petrol;Sedan;5;5;Automatic
Hyundai;Aura;Sx 1.2 Petrol;Rs. 7,29,900;Petrol;Sedan;5;5;Manual
Hyundai;Aura;Sx Plus 1.2 Amt Petrol;Rs. 8,04,800;Petrol;Sedan;5;5;Automatic
Hyundai;Aura;Sx (O) 1.2 Petrol;Rs. 7,85,900;Petrol;Sedan;5;5;Manual
Hyundai;Aura;S 1.2 Cng Petrol (Cng +;Rs. 7,28,900;CNG + Petrol;Sedan;5;5;Manual
Hyundai;Aura;Sx Plus 1.0 Petrol;Rs. 8,54,900;Petrol;Sedan;5;5;Manual
Hyundai;Aura;S 1.2 Diesel;Rs. 7,73,800;Diesel;Sedan;5;5;Manual
Hyundai;Aura;S 1.2 Amt Diesel;Rs. 8,23,700;Diesel;Sedan;5;5;Automatic
Hyundai;Aura;Sx Plus 1.2 Amt Diesel;Rs. 9,22,700;Diesel;Sedan;5;5;Automatic
Hyundai;Aura;Sx (O) 1.2 Diesel;Rs. 9,03,800;Diesel;Sedan;5;5;Manual
Volkswagen;Polo;Trendline 1.0L (P);Rs. 5,82,000;Petrol;Hatchback;5;5;Manual
Volkswagen;Polo;Comfortline 1.0 (P);Rs. 6,76,500;Petrol;Hatchback;5;5;Manual
Volkswagen;Polo;Highline Plus 1.0 (P);Rs. 7,76,500;Petrol;Hatchback;5;5;Manual
Volkswagen;Polo;Trendline 1.5L (D);Rs. 7,34,500;Diesel;Hatchback;5;5;Manual
Volkswagen;Polo;Comfortline 1.5 (D);Rs. 8,51,500;Diesel;Hatchback;5;5;Manual
Volkswagen;Polo;Highline Plus 1.5 (D);Rs. 9,31,500;Diesel;Hatchback;5;5;Manual
Volkswagen;Polo;Gt Tsi;Rs. 9,76,000;Petrol;Hatchback;5;5;Automatic
Volkswagen;Polo;Gt Tdi;Rs. 9,88,500;Diesel;Hatchback;5;5;Manual
Maruti Suzuki;Dzire;Lxi;Rs. 5,82,613;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Vxi;Rs. 6,73,112;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Ldi;Rs. 6,66,622;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Zxi;Rs. 7,32,113;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Vdi;Rs. 7,57,622;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Vxi Amt;Rs. 7,20,112;Petrol;Sedan;4;5;Automatic
Maruti Suzuki;Dzire;Zdi Amt;Rs. 8,63,122;Diesel;Sedan;4;5;Automatic
Maruti Suzuki;Dzire;Zdi;Rs. 8,16,622;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Zxi Plus;Rs. 8,21,613;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Zxi At;Rs. 7,79,113;Petrol;Sedan;4;5;Automatic
Maruti Suzuki;Dzire;Zxi Plus Amt;Rs. 8,68,613;Petrol;Sedan;4;5;Automatic
Maruti Suzuki;Dzire;Zdi Plus;Rs. 9,06,122;Diesel;Sedan;4;5;Manual
Maruti Suzuki;Dzire;Vdi Amt;Rs. 8,04,622;Diesel;Sedan;4;5;Automatic
Maruti Suzuki;Dzire;Zdi Plus Amt;Rs. 9,52,622;Diesel;Sedan;4;5;Automatic
Ford;Freestyle;1.5L Tdci Ambiente;Rs. 6,76,400;Diesel;Crossover;5;5;Manual
Ford;Freestyle;1.5L Tdci Titanium;Rs. 7,90,900;Diesel;Hatchback;5;5;Manual
Ford;Freestyle;1.5L Tdci Titanium Plus;Rs. 8,36,400;Diesel;Hatchback;5;5;Manual
Ford;Freestyle;1.2L Ti-Vct Ambiente;Rs. 5,91,400;Petrol;Hatchback;5;5;Manual
Ford;Freestyle;1.2L Ti-Vct Titanium;Rs. 7,21,400;Petrol;Hatchback;5;5;Manual
Ford;Freestyle;1.2L Ti-Vct Titanium Plus;Rs. 7,56,400;Petrol;Hatchback;5;5;Manual
Ford;Freestyle;1.2L Ti-Vct Trend Plus;Rs. 6,81,400;Petrol;Crossover;5;5;Manual
Ford;Freestyle;1.5L Tdci Trend Plus;Rs. 7,45,900;Diesel;Crossover;5;5;Manual
Volkswagen;Ameo;Trendline 1.5L Tdi;Rs. 7,11,500;Diesel;Sedan;4;5;Manual
Volkswagen;Ameo;Comfortline 1.5L Tdi;Rs. 8,10,500;Diesel;Sedan;4;5;Manual
Volkswagen;Ameo;Highline Plus 1.5L Tdi Dsg;Rs. 9,99,900;Diesel;Sedan;4;5;Automatic
Volkswagen;Ameo;Highline Plus 1.5L Tdi;Rs. 9,25,500;Diesel;Sedan;4;5;Manual
Volkswagen;Ameo;Trendline 1.0L;Rs. 5,94,000;Petrol;Sedan;4;5;Manual
Volkswagen;Ameo;Comfortline 1.0L;Rs. 6,65,000;Petrol;Sedan;4;5;Manual
Volkswagen;Ameo;Highline Plus 1.0L;Rs. 7,99,900;Petrol;Sedan;4;5;Manual
Volkswagen;Ameo;Gt Line Tdi Dsg;Rs. 9,99,900;Diesel;Sedan;4;5;Automatic
Ford;Aspire;1.2 Ti-Vct Ambiente;Rs. 5,98,500;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.2 Ti-Vct Trend Plus;Rs. 6,97,400;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.2 Ti-Vct Trend;Rs. 6,63,400;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Ambiente;Rs. 6,99,400;Diesel;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Trend;Rs. 7,37,400;Diesel;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Trend Plus;Rs. 7,77,400;Diesel;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Titanium;Rs. 8,17,400;Diesel;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Titanium Plus;Rs. 8,62,400;Diesel;Sedan;4;5;Manual
Ford;Aspire;1.2 Ti-Vct Titanium Plus;Rs. 7,82,400;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.2 Ti-Vct Titanium;Rs. 7,37,400;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.2 Trend Plus Cng;Rs. 7,58,314;CNG;Sedan;4;5;Manual
Ford;Aspire;1.2 Ti-Vct Blu;Rs. 7,62,400;Petrol;Sedan;4;5;Manual
Ford;Aspire;1.5 Tdci Blu;Rs. 8,42,400;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;G;Rs. 6,27,100;Petrol;Sedan;4;5;Manual
Toyota;Platinum Etios;V;Rs. 7,18,600;Petrol;Sedan;4;5;Manual
Toyota;Platinum Etios;Gd;Rs. 7,34,700;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;Vd;Rs. 8,28,600;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;Vxd;Rs. 8,88,400;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;Vx;Rs. 7,78,400;Petrol;Sedan;4;5;Manual
Toyota;Platinum Etios;Gx;Rs. 6,89,600;Petrol;Sedan;4;5;Manual
Toyota;Platinum Etios;Gxd;Rs. 7,99,600;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;Vxd Limited Edition;Rs. 9,13,400;Diesel;Sedan;4;5;Manual
Toyota;Platinum Etios;Vx Limited Edition;Rs. 8,03,400;Petrol;Sedan;4;5;Manual
Toyota;Etios Cross;V;Rs. 8,02,000;Petrol;Hatchback;5;5;Manual
Toyota;Etios Cross;G;Rs. 6,50,000;Petrol;Hatchback;5;5;Manual
Toyota;Etios Cross;Vd;Rs. 7,97,500;Diesel;Hatchback;5;5;Manual
Toyota;Etios Cross;Gd;Rs. 7,66,000;Diesel;Hatchback;5;5;Manual
Toyota;Etios Cross;1.2 X Edition;Rs. 6,68,500;Petrol;Hatchback;5;5;Manual
Toyota;Etios Cross;1.4 X Edition;Rs. 8,16,000;Diesel;Hatchback;5;5;Manual
Mahindra;Verito Vibe;D2;Rs. 6,57,628;Diesel;Hatchback;5;5;Manual
Mahindra;Verito Vibe;D4;Rs. 6,85,729;Diesel;Hatchback;5;5;Manual
Mahindra;Verito Vibe;D6;Rs. 7,50,428;Diesel;Hatchback;5;5;Manual
Fiat;Urban Cross;1.3 Multijet Active;Rs. 6,77,618;Diesel;Crossover;5;5;Manual
Fiat;Urban Cross;1.3 Multijet Dynamic;Rs. 7,39,074;Diesel;Crossover;5;5;Manual
Fiat;Urban Cross;1.4 T-Jet Emotion;Rs. 9,77,516;Petrol;Crossover;5;5;Manual
Fiat;Urban Cross;1.3 Multijet Emotion;Rs. 8,10,211;Diesel;Crossover;5;5;Manual
Toyota;Glanza;G Hybrid;Rs. 7,21,900;Petrol;Hatchback;5;5;Manual
Toyota;Glanza;V;Rs. 7,58,200;Petrol;Hatchback;5;5;Manual
Toyota;Glanza;G Cvt;Rs. 8,29,900;Petrol;Hatchback;5;5;CVT
Toyota;Glanza;V Cvt;Rs. 8,90,200;Petrol;Hatchback;5;5;CVT
Toyota;Glanza;G Mt;Rs. 6,97,900;Petrol;Hatchback;5;5;Manual
Fiat;Avventura;Multijet Dynamic;Rs. 7,96,132;Diesel;Crossover;5;5;Manual
Fiat;Avventura;Multijet Active;Rs. 7,11,801;Diesel;Crossover;5;5;Manual
Fiat;Avventura;Multijet Emotion;Rs. 8,76,341;Diesel;Crossover;5;5;Manual
Honda;Jazz;V Petrol;Rs. 7,45,000;Petrol;Hatchback;5;5;Manual
Honda;Jazz;Vx Cvt;Rs. 9,09,000;Petrol;Hatchback;5;5;Automatic
Honda;Jazz;Vx Petrol;Rs. 7,89,000;Petrol;Hatchback;5;5;Manual
Honda;Jazz;V Cvt;Rs. 8,65,000;Petrol;Hatchback;5;5;Automatic
Honda;Jazz;S Diesel;Rs. 8,16,500;Diesel;Hatchback;5;5;Manual
Honda;Jazz;V Diesel;Rs. 8,96,500;Diesel;Hatchback;5;5;Manual
Honda;Jazz;Vx Diesel;Rs. 9,40,500;Diesel;Hatchback;5;5;Manual
Honda;Jazz;Exclusive Edition Cvt;Rs. 9,28,000;Petrol;Hatchback;5;5;Automatic
Jeep;Compass Trailhawk;2.0 Trailhawk 4X4 At;Rs. 26,80,000;Diesel;SUV;5;5;Automatic
Jeep;Compass Trailhawk;2.0 Trailhawk (O) 4X4 At;Rs. 27,60,000;Diesel;SUV;5;5;Automatic
Isuzu;Mu-X;4X2;Rs. 27,34,834;Diesel;SUV;5;7;Automatic
Isuzu;Mu-X;4X4;Rs. 29,31,534;Diesel;SUV;5;7;Automatic
Mahindra;Alturas G4;2Wd At;Rs. 27,70,150;Diesel;;;;Automatic
Mahindra;Alturas G4;4Wd At;Rs. 30,70,150;Diesel;SUV;5;7;Automatic
Volkswagen;Tiguan;Comfortline 2.0L Tdi Amt;Rs. 28,14,500;Diesel;SUV;5;5;Automatic
Volkswagen;Tiguan;Highline 2.0L Tdi Amt;Rs. 31,53,500;Diesel;SUV;;;Automatic
Honda;Cr-V;2Wd Petrol Cvt;Rs. 28,27,001;Petrol;SUV;5;5;Automatic
Honda;Cr-V;2Wd Diesel At;Rs. 30,67,001;Diesel;SUV;5;7;Automatic
Honda;Cr-V;Awd Diesel At;Rs. 32,77,001;Diesel;SUV;5;7;Automatic
Skoda;Superb Sportline;Sportline 1.8L Tsi At;Rs. 28,99,599;Petrol;Sedan;4;5;Automatic
Skoda;Superb Sportline;Sportline 2.0L Tdi At;Rs. 31,49,599;Diesel;Sedan;4;5;Automatic
Audi;A3;35 Tdi Premium Plus;Rs. 30,21,200;Diesel;Sedan;4;5;Automatic
Audi;A3;35 Tdi Technology;Rs. 32,21,200;Diesel;Sedan;4;5;Automatic
Audi;A3;35 Tfsi Premium Plus;Rs. 29,20,750;Petrol;Sedan;4;5;Automatic
Audi;A3;35 Tfsi Technology;Rs. 31,20,750;Petrol;Sedan;4;5;Automatic
;Mercedes-Benz B-Class;B 180 Sport;Rs. 29,88,311;Petrol;MPV;5;5;Automatic
;Mercedes-Benz B-Class;B 200 Cdi Sport;Rs. 30,89,851;Diesel;MPV;5;5;Automatic
;Mercedes-Benz B-Class;B 180 Night Edition;Rs. 31,98,662;Petrol;MPV;5;5;Automatic
;Mercedes-Benz B-Class;B 200 Cdi Night Edition;Rs. 33,03,282;Diesel;MPV;5;5;Automatic
;Mercedes-Benz Cla-Class;200 Sport;Rs. 35,99,000;Petrol;Sedan;4;5;Automatic
