Brand;Model;Variant;Price;FuelType;BodyType;Doors;Seats;Transmission
;Mercedes-Benz Cla-Class;200 Cdi Style;Rs. 31,72,000;Diesel;Sedan;4;5;Automatic
;Mercedes-Benz Cla-Class;200 D Sport;Rs. 36,99,000;Diesel;Sedan;4;5;Automatic
Skoda;Kodiaq;Style 2.0 Tdi 4X4 At;Rs. 32,99,599;Diesel;SUV;4;5;Automatic
Skoda;Kodiaq;Laurin And Klement;Rs. 36,78,599;Diesel;SUV;4;5;Automatic
Skoda;Kodiaq;Corporate Edition;Rs. 32,99,599;Diesel;SUV;4;5;Automatic
Dc;Avanti;Standard;Rs. 34,07,407;Petrol;Coupe;2;2;Manual
Audi;Q3;30 Tdi Premium Fwd;Rs. 36,77,200;Diesel;SUV;5;5;Manual
Audi;Q3;35 Tdi Quattro Premium Plus;Rs. 39,92,200;Diesel;SUV;5;5;Automatic
Audi;Q3;35 Tdi Quattro Technology;Rs. 43,61,000;Diesel;SUV;5;5;Automatic
Audi;Q3;30 Tfsi Premium;Rs. 34,96,750;Petrol;SUV;5;5;Automatic
Mini;Cooper 5 Door;Cooper D;Rs. 36,00,000;Petrol;Hatchback;5;5;Automatic
Mini;Convertible;Cooper S;Rs. 38,30,000;Petrol;Convertible;2;4;Automatic
Volvo;Xc40;D4 Momentum;Rs. 39,90,000;Diesel;SUV;5;5;Automatic
Volvo;Xc40;D4 Inscription;Rs. 43,90,000;Diesel;SUV;5;5;Automatic
Volvo;Xc40;T4 R-Design;Rs. 39,90,000;Petrol;SUV;5;5;Automatic
Mini;Clubman;Cooper S;Rs. 41,20,000;Petrol;Hatchback;4;5;Manual
Audi;A4;Premium Plus 35 Tfsi;Rs. 41,49,000;Petrol;Sedan;4;5;DCT
Audi;A4;Technology 35 Tfsi;Rs. 45,07,000;Petrol;Sedan;4;5;DCT
Mini;John Cooper Works;Hatch;Rs. 43,50,000;Petrol;Sports, Hatchback;3;2;Automatic
Jaguar;Xe;S Petrol;Rs. 44,98,000;Petrol;Sedan;4;5;Automatic
Jaguar;Xe;S Diesel;Rs. 44,98,000;Diesel;Sedan;4;4;Automatic
Jaguar;Xe;Se Diesel;Rs. 46,33,000;Diesel;Sedan;4;4;Automatic
Jaguar;Xe;Se Petrol;Rs. 46,33,000;Petrol;Sedan;4;5;Automatic
Jaguar;Xf;2.0 Prestige;Rs. 54,36,329;Petrol;Sedan;4;5;Automatic
Jaguar;Xf;2.0 Portfolio;Rs. 60,73,446;Petrol;Sedan;4;5;Automatic
Jaguar;Xf;2.0 Portfolio Diesel;Rs. 61,38,811;Diesel;Sedan;4;5;Automatic
Jaguar;Xf;2.0 Prestige Diesel;Rs. 55,06,622;Diesel;Sedan;4;5;Automatic
Jaguar;Xf;2.0 Pure Diesel;Rs. 49,77,080;Diesel;Sedan;4;5;Automatic
Audi;A3 Cabriolet;40 Tfsi;Rs. 50,38,000;Petrol;Convertible;2;4;Automatic
Audi;A6;Premium Plus 45 Tfsi;Rs. 54,42,200;Petrol;Sedan;4;5;Automatic
Audi;A6;Technology 45 Tfsi;Rs. 59,42,200;Petrol;Sedan;4;5;Automatic
Bmw;X3;Xdrive 20D Luxury Line;Rs. 59,30,000;Diesel;SUV;5;5;Automatic
Bmw;X3;Xdrive 30I Luxury Line;Rs. 58,80,000;Petrol;SUV;5;5;Automatic
Bmw;X3;Xdrive20D Xline;Rs. 56,00,000;Diesel;SUV;5;5;Automatic
Land Rover;Discovery Sport;S;Rs. 57,06,000;Diesel;SUV;5;7;Automatic
Land Rover;Discovery Sport;R-Dynamic Se;Rs. 60,89,000;Diesel;SUV;5;7;Automatic
Volvo;S90;D4 Inscription;Rs. 58,90,000;Diesel;Sedan;4;5;Automatic
Audi;S5;Sportback;Rs. 72,43,000;Petrol;Sedan;4;5;Automatic
Bmw;X5;Xdrive30D Sport;Rs. 73,30,000;Diesel;SUV;5;5;Automatic
Bmw;X5;Xdrive30D Xline;Rs. 82,90,000;Diesel;SUV;5;5;Automatic
Bmw;X5;Xdrive40I M Sport;Rs. 82,90,000;Petrol;SUV;5;5;Automatic
Ford;Mustang;Fastback V8;Rs. 74,62,000;Petrol;Sedan, Coupe;3;4;Automatic
Jeep;Grand Cherokee;Limited;Rs. 78,82,867;Diesel;SUV;5;5;Automatic
Jeep;Grand Cherokee;Summit;Rs. 89,31,819;Diesel;SUV;5;5;Automatic
Jeep;Grand Cherokee;Srt;Rs. 1,14,00,000;Petrol;SUV;5;5;Automatic
Jeep;Grand Cherokee;Summit Petrol;Rs. 75,15,000;Petrol;SUV;5;5;Automatic
;Mercedes-Benz E-Class Cabriolet;E400;Rs. 77,11,338;Petrol;Convertible;2;4;Automatic
Bmw;M2 Competition;Coupe;Rs. 81,80,000;Petrol;Coupe;2;4;Automatic
Porsche;718;Boxster;Rs. 89,95,000;Petrol;Convertible;2;2;Automatic
Porsche;718;Cayman;Rs. 85,95,000;Petrol;Coupe;2;2;Automatic
;Mercedes-Benz Gls;350 Cdi;Rs. 88,20,000;Diesel;SUV;4;5;Automatic
;Mercedes-Benz Gls;63 Amg;Rs. 1,91,99,181;Petrol;SUV;4;7;Automatic
;Mercedes-Benz Gls;400 4Matic;Rs. 87,76,900;Petrol;SUV;4;7;Automatic
;Mercedes-Benz Gls;Grand Edition Petrol;Rs. 86,90,000;Petrol;SUV;4;7;Automatic
;Mercedes-Benz Gls;Grand Edition Diesel;Rs. 86,90,000;Diesel;SUV;4;5;Automatic
Toyota;Land Cruiser Prado;Vx L;Rs. 96,30,000;Diesel;SUV;5;7;Automatic
Lexus;Rx 450H;450Hl Luxury;Rs. 99,00,000;Petrol;SUV;4;5;Automatic
Audi;Rs5;Coupe;Rs. 1,11,41,200;Petrol;Coupe;2;4;Automatic
Bmw;7-Series;730Ld Design Pure Excellence;Rs. 1,22,90,000;Diesel;Sedan;4;4;Automatic
Bmw;7-Series;730Ld Design Pure Excellence Signature;Rs. 1,32,00,000;Diesel;Sedan;4;4;Automatic
Bmw;7-Series;730Ld M Sport;Rs. 1,35,10,000;Diesel;Sedan;4;4;Automatic
Bmw;7-Series;740Li Design Pure Excellence Signature;Rs. 1,35,10,000;Petrol;Sedan;4;4;Automatic
Bmw;7-Series;745Le Xdrive;Rs. 1,65,00,000;Hybrid;Sedan;4;4;Automatic
Bmw;7-Series;M760Li Xdrive;Rs. 2,42,50,000;Petrol;Sedan;4;4;Automatic
Audi;Q8;55 Tfsi Quattro Tiptronic;Rs. 1,33,59,500;Petrol;SUV;5;7;Automatic
;Mercedes-Benz S-Class;S 350 D;Rs. 1,35,58,438;Diesel;Sedan;4;5;Automatic
;Mercedes-Benz S-Class;S 450;Rs. 1,39,76,653;Petrol;Sedan;4;5;Automatic
;Mercedes-Benz S-Class;Amg S 63 Coupe;Rs. 2,55,00,000;Petrol;Coupe;2;4;Automatic
Maserati;Levante;Diesel;Rs. 1,45,12,054;Diesel;SUV;4;4;Automatic
Maserati;Levante;Gransport;Rs. 1,48,63,774;Diesel;SUV;5;4;Automatic
Maserati;Levante;Granlusson;Rs. 1,53,83,399;Diesel;SUV;5;4;Automatic
;Mercedes-Benz G-Class;Amg G 63;Rs. 2,18,75,136;Petrol;SUV;5;7;Automatic
;Mercedes-Benz G-Class;G 350D;Rs. 1,50,00,000;Diesel;SUV;5;7;Automatic
Audi;A8 L;55 Tfsi Quattro;Rs. 1,56,00,000;Petrol;Sedan;4;4;Automatic
Maserati;Granturismo;Sport;Rs. 1,72,29,579;Petrol;Coupe;2;4;Automatic
Maserati;Quattroporte;Granlusso;Rs. 1,79,00,000;Diesel;Sports;4;4;Automatic
Lexus;Lc 500H;Coupe;Rs. 1,96,00,000;Hybrid;Coupe;2;4;Automatic
;Mercedes-Benz Maybach;S650;Rs. 2,73,08,312;Petrol;Sedan;4;4;Automatic
;Mercedes-Benz Maybach;S560;Rs. 1,98,90,000;Petrol;Sedan;4;4;Automatic
Porsche;Panamera;Turbo;Rs. 2,12,63,000;Petrol;Sedan;4;4;Automatic
Porsche;Panamera;Turbo Executive;Rs. 2,26,13,000;Petrol;Sedan;4;4;Automatic
Porsche;Panamera;Turbo Sport Turismo;Rs. 2,17,47,000;Petrol;Sedan;4;4;Automatic
Lexus;Lx 450D;V8;Rs. 2,32,90,000;Diesel;SUV;4;7;Automatic
;Mercedes-Benz S-Class Cabriolet;S500;Rs. 2,34,91,293;Petrol;Convertible;2;4;Automatic
Audi;R8;V10 Plus;Rs. 2,72,45,000;Petrol;Coupe;2;2;Automatic
Lamborghini;Urus;V8;Rs. 3,00,00,000;Petrol;SUV;5;5;Automatic
Bentley;Continental Gt;Coupe;Rs. 3,37,91,059;Petrol;Coupe;2;4;Automatic
Ferrari;Portofino;V8 Convertible;Rs. 3,50,00,000;Petrol;Convertible;2;2;Automatic
Bentley;Bentayga;W12;Rs. 4,59,41,557;Petrol;SUV;5;5;Automatic
Bentley;Bentayga;V8;Rs. 3,75,42,069;Petrol;SUV;5;5;Automatic
Aston Martin;Db 11;V12;Rs. 4,04,56,503;Petrol;Coupe;2;2;Automatic
Ferrari;458 Speciale;Coupe;Rs. 4,25,31,500;Petrol;Coupe;2;2;Automatic
;Rolls-Royce Ghost Series Ii;6,6;Rs. 4,67,09,733;Petrol;Sedan;4;5;Automatic
;Rolls-Royce Ghost Series Ii;Ewb;Rs. 5,32,47,201;Petrol;Sedan;4;5;Automatic
;Rolls-Royce Wraith;Coupe;Rs. 5,00,25,840;Petrol;Coupe;2;4;Automatic
Bentley;Mulsanne;Sedan;Rs. 5,25,71,294;Petrol;Sedan;4;4;Automatic
;Rolls-Royce Cullinan;Suv;Rs. 6,95,00,000;Petrol;SUV;5;5;Automatic
;Rolls-Royce Phantom Coupe;6.8 L;Rs. 7,73,12,661;Petrol;Coupe;2;4;Automatic
Bugatti;Chiron;W16;Rs. 19,21,42,937;Petrol;Sports;2;2;Automatic
Bugatti;Chiron;Sport;Rs. 21,21,55,397;Petrol;Sports;2;2;Automatic
Bajaj;Qute (Re60);Qcar;Rs. 2,63,000;Petrol;Hatchback;4;4;Manual
Bajaj;Qute (Re60);Qcar Cng;Rs. 2,83,000;CNG;Hatchback;4;4;Manual
Maruti Suzuki;Alto;Std;Rs. 2,94,800;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Std (O);Rs. 2,99,900;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Lxi;Rs. 3,52,900;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Lxi (O);Rs. 3,57,200;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Vxi;Rs. 3,76,100;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Lxi Cng (Cng +;Rs. 4,05,570;CNG + Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Lxi (O) Cng (Cng +;Rs. 4,09,190;CNG + Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Alto;Vxi Plus;Rs. 3,89,600;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Std;Rs. 3,70,500;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Std (O);Rs. 3,76,500;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Lxi;Rs. 4,09,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Lxi (O);Rs. 4,15,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Vxi;Rs. 4,32,500;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Vxi (O);Rs. 4,38,500;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Vxi Ags;Rs. 4,75,500;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;S-Presso;Vxi+;Rs. 4,56,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;S-Presso;Vxi (O) Ags;Rs. 4,81,500;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;S-Presso;Vxi+ Ags;Rs. 4,99,000;Petrol;Hatchback;5;5;AMT
Maruti Suzuki;Celerio;Lxi;Rs. 4,26,289;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Vxi;Rs. 4,65,138;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Vxi At;Rs. 5,08,138;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio;Zxi;Rs. 4,90,924;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Zxi (Opt);Rs. 5,31,279;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Vxi Cng Mt;Rs. 5,30,000;CNG;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Zxi Ags;Rs. 5,33,924;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio;Lxi Mt (O);Rs. 4,34,659;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Vxi (O) Mt;Rs. 4,72,257;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Celerio;Vxi (O) Ags;Rs. 5,15,257;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Celerio;Zxi (O) Ags;Rs. 5,43,279;Petrol;Hatchback;5;5;Automatic
Hyundai;Grand I10 Prime;Era T Crdi;Rs. 5,51,530;Diesel;Hatchback;5;5;Manual
Hyundai;Grand I10 Prime;Era T+ Crdi;Rs. 5,68,930;Diesel;Hatchback;5;5;Manual
Hyundai;Grand I10 Prime;Era T Vtvt;Rs. 4,60,369;Petrol;Hatchback;5;5;Manual
Hyundai;Grand I10 Prime;Era T+ Vtvt;Rs. 4,77,511;Petrol;Hatchback;5;5;Manual
Hyundai;Grand I10 Prime;Era T+ Cng Vtvt;Rs. 5,45,946;CNG;Hatchback;5;5;Manual
Hyundai;Grand I10 Prime;Era T Cng Vtvt;Rs. 5,28,804;CNG;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K2 6Str;Rs. 4,88,194;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K2+ 6Str;Rs. 5,32,184;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K2 D 6Str;Rs. 5,90,798;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K2+ D 6Str;Rs. 6,19,243;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K4+ D 6Str;Rs. 6,67,273;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K4+ 6Str;Rs. 5,79,645;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K6+ 6Str;Rs. 6,31,144;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K6+ D 6Str;Rs. 7,54,548;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K8 6Str;Rs. 6,93,550;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K8 D 6Str;Rs. 7,87,304;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K8 6 Str Dual Tone;Rs. 7,01,045;Petrol;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K8 D 6 Str Dual Tone;Rs. 7,94,800;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K4+ 5Str;Rs. 5,73,250;Petrol;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K6+ 5Str;Rs. 6,31,146;Petrol;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K8 5Str;Rs. 6,87,175;Petrol;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K4+ D 5Str;Rs. 6,60,832;Diesel;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K6+ D 5Str;Rs. 7,48,128;Diesel;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K8 D 5Str;Rs. 7,80,884;Diesel;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K2 D 5Str Taxi;Rs. 5,50,155;Diesel;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K2 D 6Str Taxi;Rs. 5,59,741;Diesel;Hatchback;5;6;Manual
Mahindra;Kuv100 Nxt;K2 5Str Cng Taxi;Rs. 5,24,312;Petrol;Hatchback;5;5;Manual
Mahindra;Kuv100 Nxt;K2 6Str Cng Taxi;Rs. 5,42,913;Petrol;Hatchback;5;6;Manual
Maruti Suzuki;Swift;Lxi;Rs. 5,19,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Vxi;Rs. 6,19,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Vxi Amt;Rs. 6,66,000;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Swift;Zxi;Rs. 6,78,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Zxi Amt;Rs. 7,25,000;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Swift;Zxi Plus;Rs. 7,58,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Ldi;Rs. 5,99,000;Diesel;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Vdi;Rs. 6,98,000;Diesel;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Vdi Amt;Rs. 7,45,000;Diesel;Hatchback;5;5;Automatic
Maruti Suzuki;Swift;Zdi;Rs. 7,57,000;Diesel;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Zdi Amt;Rs. 8,04,000;Diesel;Hatchback;5;5;Automatic
Maruti Suzuki;Swift;Zdi Plus;Rs. 8,38,000;Diesel;Hatchback;5;5;Manual
Maruti Suzuki;Swift;Zxi Plus Amt;Rs. 8,02,000;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki;Swift;Zdi Plus Amt;Rs. 8,84,000;Diesel;Hatchback;5;5;Automatic
Tata;Altroz;Xe Petrol;Rs. 5,29,000;Petrol;Hatchback;5;5;Manual
Tata;Altroz;Xm Petrol;Rs. 6,15,000;Petrol;Hatchback;5;5;Manual
Tata;Altroz;Xt Petrol;Rs. 6,84,000;Petrol;Hatchback;5;5;Manual
Tata;Altroz;Xz Petrol;Rs. 7,44,000;Petrol;Hatchback;5;5;Manual
Tata;Altroz;Xz (O) Petrol;Rs. 7,69,000;Petrol;Hatchback;5;5;Manual
Tata;Altroz;Xe Diesel;Rs. 6,99,000;Diesel;Hatchback;5;5;Manual
Tata;Altroz;Xm Diesel;Rs. 7,75,000;Diesel;Hatchback;5;5;Manual
Tata;Altroz;Xt Diesel;Rs. 8,44,000;Diesel;Hatchback;5;5;Manual
Tata;Altroz;Xz Diesel;Rs. 9,04,000;Diesel;Hatchback;5;5;Manual
Tata;Altroz;Xz (O) Diesel;Rs. 9,29,000;Diesel;Hatchback;5;5;Manual
Icml;Extreme;Ld Di Non Ac 9 Seater Bsiii;Rs. 6,42,478;Diesel;SUV;5;9;Manual
Icml;Extreme;Ld Crdfi Non Ac 9 Seater Bsiv;Rs. 5,89,678;Diesel;SUV;5;9;Manual
Icml;Extreme;Ld Di Ps Ac 9 Seater Bsiii;Rs. 6,89,761;Diesel;SUV;5;9;Manual
Icml;Extreme;Ld Crdfi Ps Ac 9 Seater Bsiii;Rs. 7,88,177;Diesel;SUV;5;9;Manual
Icml;Extreme;Sd Di 9 Seater Bsiii;Rs. 26,50,777;Diesel;SUV;5;9;Manual
Icml;Extreme;Ld Crdfi Ps Ac 9 Seater Bsiv;Rs. 6,28,072;Diesel;SUV;5;9;Manual
Icml;Extreme;Vd Crdfi 7 Seater Bsiii;Rs. 9,00,967;Diesel;SUV;5;7;Manual
Icml;Extreme;Vd Di 7 Seater Bsiii;Rs. 14,65,148;Diesel;SUV;5;7;Manual
Icml;Extreme;Sd Crdfi 9 Seater Bsiv;Rs. 5,52,890;Diesel;SUV;5;9;Manual
Icml;Extreme;Vd Crdfi 7 Seater Bsiv;Rs. 9,27,689;Diesel;SUV;5;7;Manual
Icml;Extreme;Sd Crdfi 9 Seater Bsiii;Rs. 8,35,275;Diesel;SUV;5;9;Manual
Tata;Tigor;Revotron Xe;Rs. 5,75,000;Petrol;Sedan;4;5;Manual
Tata;Tigor;Revotron Xm;Rs. 6,10,000;Petrol;Sedan;4;5;Manual
Tata;Tigor;Revotron Xz;Rs. 6,50,000;Petrol;Sedan;4;5;Manual
Tata;Tigor;Revotron Xz Plus;Rs. 6,99,000;Petrol;Sedan;4;5;Manual
Tata;Tigor;Revotron Xma;Rs. 6,60,000;Petrol;Sedan;4;5;AMT
Tata;Tigor;Revotron Xza Plus;Rs. 7,49,000;Petrol;Sedan;4;5;AMT
Tata;Zest;Xe Petrol;Rs. 5,82,287;Petrol;Sedan;4;5;Manual
Tata;Zest;Xe Diesel;Rs. 7,02,946;Diesel;Sedan;4;5;Manual
Tata;Zest;Xm Petrol;Rs. 6,53,926;Petrol;Sedan;4;5;Manual
Tata;Zest;Xms Petrol;Rs. 6,72,641;Petrol;Sedan;4;5;Manual
Tata;Zest;Xt Petrol;Rs. 7,32,475;Petrol;Sedan;4;5;Manual
Tata;Zest;Xm Diesel;Rs. 7,67,317;Diesel;Sedan;4;5;Manual
Tata;Zest;Xms Diesel;Rs. 7,93,898;Diesel;Sedan;5;5;Manual
Tata;Zest;Xt Diesel;Rs. 8,55,362;Diesel;Sedan;4;5;Manual
Tata;Zest;Xma Diesel;Rs. 8,36,320;Diesel;Sedan;4;5;AMT
Tata;Zest;Xta Diesel;Rs. 9,89,000;Diesel;Sedan;4;5;Automatic
Tata;Zest;Zest Premio Edition;Rs. 7,88,797;Diesel;Sedan;5;5;Manual
Honda;Amaze;S Cvt Petrol;Rs. 7,63,000;Petrol;Sedan;4;5;Automatic
Honda;Amaze;E Mt Diesel;Rs. 7,05,000;Diesel;Sedan;4;5;Manual
Honda;Amaze;E Mt Petrol;Rs. 5,93,000;Petrol;Sedan;4;5;Manual
Honda;Amaze;S Cvt Diesel;Rs. 8,65,000;Diesel;Sedan;4;5;Automatic
Honda;Amaze;V Cvt Petrol;Rs. 8,23,000;Petrol;Sedan;4;5;Automatic
Honda;Amaze;V Cvt Diesel;Rs. 9,25,000;Diesel;Sedan;4;5;Automatic
Honda;Amaze;S Mt Diesel;Rs. 7,85,000;Diesel;Sedan;4;5;Manual
Honda;Amaze;Vx Mt Diesel;Rs. 8,93,000;Diesel;Sedan;4;5;Manual
Honda;Amaze;V Mt Diesel;Rs. 8,45,000;Diesel;Sedan;4;5;Manual
Honda;Amaze;Vx Mt Petrol;Rs. 7,81,000;Petrol;Sedan;4;5;Manual
Honda;Amaze;V Mt Petrol;Rs. 7,33,000;Petrol;Sedan;4;5;Manual
Honda;Amaze;S Mt Petrol;Rs. 6,73,000;Petrol;Sedan;4;5;Manual
Honda;Amaze;Exclusive Edition Diesel;Rs. 9,06,000;Diesel;Sedan;4;5;Manual
Honda;Amaze;Exclusive Edition Petrol;Rs. 7,94,000;Petrol;Sedan;4;5;Manual
Honda;Amaze;Vx Cvt Diesel;Rs. 9,66,000;Diesel;Sedan;4;5;Automatic
Honda;Amaze;Vx Cvt Petrol;Rs. 8,64,000;Petrol;Sedan;4;5;Automatic
Honda;Amaze;Ace Edition Cvt Diesel;Rs. 9,79,300;Diesel;Sedan;4;5;Automatic
Honda;Amaze;Ace Edition Cvt Petrol;Rs. 8,77,300;Petrol;Sedan;4;5;Automatic
Honda;Amaze;Ace Edition Mt Diesel;Rs. 9,06,300;Diesel;Sedan;4;5;Manual
Honda;Amaze;Ace Edition Mt Petrol;Rs. 7,94,300;Petrol;Sedan;4;5;Manual
Maruti Suzuki;Gypsy;Hard Top;Rs. 6,37,343;Petrol;SUV;3;8;Manual
Maruti Suzuki;Gypsy;Soft Top;Rs. 6,22,730;Petrol;SUV;3;8;Manual
Hyundai;Venue;1.2 Kappa Mt E;Rs. 6,55,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.0 Turbo Gdi Mt S;Rs. 8,26,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.4 Crdi Mt E;Rs. 7,80,000;Diesel;SUV;5;5;Manual
Hyundai;Venue;1.0 Turbo Gdi Mt Sx;Rs. 9,59,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.0 Turbo Gdi Mt Sx Dual Tone;Rs. 9,74,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.0 Turbo Gdi Mt Sx(O);Rs. 10,65,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.0 Turbo Gdi Dct S;Rs. 9,40,000;Petrol;SUV;5;5;DCT
Hyundai;Venue;1.0 Turbo Gdi Dct Sx Plus;Rs. 11,15,500;Petrol;SUV;5;5;DCT
Hyundai;Venue;1.2 Kappa Mt S;Rs. 7,25,000;Petrol;SUV;5;5;Manual
Hyundai;Venue;1.4 Crdi Mt S;Rs. 8,50,000;Diesel;SUV;5;5;Manual
Hyundai;Venue;1.4 Crdi Mt Sx;Rs. 9,83,000;Diesel;SUV;5;5;Manual
Hyundai;Venue;1.4 Crdi Mt Sx Dual Tone;Rs. 9,98,000;Diesel;SUV;5;5;Manual
Hyundai;Venue;1.4 Crdi Mt Sx(O);Rs. 10,89,000;Diesel;SUV;5;5;Manual
Tata;Nexon;Xe;Rs. 6,95,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xm;Rs. 7,70,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xz;Rs. 8,70,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xz Plus;Rs. 9,50,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xz Plus Dual Tone;Rs. 9,70,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xz Plus (O);Rs. 10,40,000;Petrol;SUV;5;5;Manual
Tata;Nexon;Xz Plus (O) Dual Tone;Rs. 10,60,000;Petrol;SUV;5;5;Automatic
Tata;Nexon;Xma;Rs. 8,30,000;Petrol;SUV;5;5;Automatic
Tata;Nexon;Xza Plus;Rs. 10,10,000;Petrol;SUV;5;5;Automatic
